SKU_number	MarketingType	ReleaseYear	PurchaseAmt
1929324	New	2013	4.30
545471	Original	2013	67.19
1869345	New	2015	40.97
1890901	New	2013	18.85
663523	Original	2013	53.41
546450	Original	2013	6.89
2065602	New	2014	14.66
868528	New	2013	50.17
544367	New	2013	43.95
1627177	New	2014	13.50
635583	New	2013	37.00
2093748	New	2013	14.86
266278	New	2013	31.72
1827021	New	2014	44.08
1571021	Original	2014	11.72
543937	New	2013	41.47
1762388	New	2014	24.18
660874	New	2013	39.87
633695	New	2013	35.98
864532	Original	2014	23.67
1779822	Original	2014	14.66
1633872	Original	2013	16.69
536407	New	2013	40.34
2098184	New	2014	19.77
671917	New	2014	14.24
1455543	New	2014	17.09
867382	New	2014	55.07
867134	Original	2014	48.87
1946589	New	2014	20.05
685335	Original	2013	10.18
2137648	New	2013	17.25
3945326	New	2013	37.97
896823	New	2014	37.25
866653	New	2014	35.32
535037	New	2013	7.85
1434303	Original	2014	25.72
3739791	Original	2016	12.75
544084	New	2013	30.43
705677	Original	2013	0
543934	New	2013	21.19
864412	New	2013	0.00
609918	Original	2013	13.91
627844	Original	2013	33.97
664398	New	2013	57.46
2102806	Original	2013	8.92
909202	New	2014	14.33
2097747	New	2014	30.42
867855	Original	2014	49.63
867648	Original	2014	28.99
612658	New	2013	56.66
664189	Original	2013	23.34
1740821	Original	2013	25.51
1532208	New	2013	15.46
867677	New	2013	18.07
538814	New	2013	64.27
663362	Original	2013	23.3
663889	Original	2013	108.12
1552705	Original	2014	35.98
1990780	Original	2013	0
3467973	Original	2016	0
861353	New	2013	24.03
544785	New	2013	5.79
619114	New	2013	4.98
2028755	New	2014	40.00
673796	New	2013	13.48
1697287	Original	2014	25.08
2109062	Original	2013	0
869407	New	2014	38.29
544376	New	2014	36.93
1685068	Original	2014	14.99
632059	Original	2013	23.44
2002043	Original	2014	17.94
865242	New	2014	17.47
812841	Original	2013	52.87
657882	New	2014	47.28
544264	New	2013	25.83
545681	New	2013	12.12
3805680	Original	2016	24.75
865234	New	2014	55.62
864718	Original	2014	40.66
1534947	Original	2014	21.48
1535809	New	2013	44.35
660776	Original	2013	6.07
3461072	New	2016	40.58
2089022	Original	2014	11.69
545952	New	2014	22.24
684114	New	2013	15.84
1477052	Original	2014	19.79
3206742	New	2013	25.35
2077882	New	2014	19.44
862346	Original	2014	29.95
543349	Original	2013	18.99
1703932	Original	2013	18.09
660750	Original	2013	65.56
2167584	New	2013	22.43
879636	Original	2014	87.64
639644	New	2013	0.00
633762	New	2013	10.88
2112702	New	2014	11.03
2105391	Original	2014	15.82
1946542	Original	2014	46.61
2947948	New	2016	17.20
1942152	Original	2014	17.83
545828	New	2013	43.83
898609	New	2014	44.36
3591869	New	2016	26.14
539869	Original	2013	40.98
875439	Original	2014	78.69
1517684	Original	2014	33.23
1890235	Original	2013	44.99
867122	New	2014	54.15
684744	New	2013	16.43
2904407	Original	2014	38.82
868256	New	2014	43.66
861935	New	2014	26.41
2085153	New	2014	9.84
1778917	Original	2014	52.89
2093590	New	2013	20.97
1866870	New	2014	19.61
639709	New	2013	80.21
865489	New	2014	17.04
3808553	New	2016	16.27
2099610	New	2014	19.10
893196	New	2014	12.24
541797	New	2013	43.55
861890	New	2014	49.93
877884	Original	2014	109.94
545307	New	2013	9.39
876352	Original	2013	8.24
539927	Original	2013	12.68
869387	New	2015	52.98
911566	Original	2013	0
545829	New	2013	6.34
663103	Original	2014	37.45
201709	Original	2014	11.98
1956568	New	2014	48.53
1627827	Original	2014	16.74
3803439	New	2013	21.66
1519002	New	2015	31.54
1876850	New	2013	9.04
1822513	Original	2014	4.79
1978467	Original	2014	19.57
661485	New	2013	6.46
633710	New	2013	59.62
1470895	Original	2013	54.37
1890836	Original	2013	39.35
633756	New	2013	20.05
908222	Original	2013	38.99
1704899	Original	2013	58.56
609849	Original	2013	27.99
1697917	Original	2013	18.79
632069	Original	2013	22.17
3569968	Original	2013	9.99
684738	Original	2013	4
644351	New	2013	37.57
1465870	New	2014	54.59
3749643	New	2014	12.07
660726	Original	2013	17.96
918078	Original	2014	117.92
2104874	New	2014	27.00
866991	New	2014	10.92
2024667	Original	2013	11
893177	New	2014	19.95
1434311	Original	2014	30.71
663111	Original	2014	46.99
612378	New	2013	45.99
1779903	Original	2014	47.07
1437385	New	2014	32.12
1876841	Original	2013	11.07
1780378	New	2013	16.67
893162	Original	2014	50.96
1633943	New	2014	26.79
1779918	New	2013	13.97
545674	Original	2013	18.93
609975	Original	2013	54.91
900608	Original	2015	43.98
2100375	Original	2013	43.98
1576836	New	2014	29.72
3815734	Original	2016	54.7
1860048	Original	2013	8.36
878314	New	2013	164.69
2384300	New	2015	0.00
658787	Original	2013	0
867944	Original	2014	41.13
3793472	New	2014	5.19
1782850	Original	2014	16.12
689053	New	2013	23.57
2100814	Original	2013	6.41
873554	New	2014	52.85
539405	New	2013	13.58
1932470	Original	2013	15.01
1673131	Original	2013	4.32
539459	New	2013	24.52
539441	New	2013	30.30
878314	New	2013	11.90
862304	New	2014	36.80
867763	New	2014	16.50
2203836	New	2015	39.63
2001479	New	2014	30.78
2138273	Original	2014	16.26
1750893	Original	2014	37.3
622946	Original	2013	25.94
1946682	Original	2014	0
2105760	New	2014	18.42
686600	Original	2013	17.58
867547	Original	2014	24.25
3748875	Original	2014	18.48
646928	Original	2013	13.98
916520	Original	2014	20.06
1633935	New	2014	34.05
1498321	Original	2014	18.92
1779720	Original	2013	6.97
893017	Original	2013	18.16
875835	Original	2014	94.21
2110059	New	2013	18.55
612797	New	2013	26.03
1493292	New	2014	22.43
577176	New	2013	0.00
896995	Original	2014	33.44
1640175	New	2013	19.97
1938641	New	2014	11.23
610317	New	2013	7.84
2089786	New	2014	19.70
538779	Original	2013	26.22
1518945	New	2014	40.22
1598488	Original	2014	14.68
526892	New	2013	36.91
1508738	New	2014	17.99
864658	Original	2014	47.04
905260	New	2014	10.53
1826555	Original	2014	53.34
1453231	Original	2013	14.94
1565917	New	2014	12.23
642021	Original	2013	4.69
2115721	Original	2015	55.97
893084	New	2013	21.86
1456094	New	2014	56.69
663664	New	2013	39.53
909125	New	2013	0.00
660774	Original	2013	6.34
663909	Original	2013	22.89
539806	New	2013	16.03
867932	Original	2014	19.96
875516	Original	2014	84.89
539387	Original	2013	19.6
2171183	New	2014	28.85
539337	New	2013	22.97
1517105	Original	2013	24.86
636578	Original	2013	8.3
1935405	New	2014	0.00
1691408	Original	2013	15.49
683037	Original	2013	10.61
1718556	New	2013	48.75
683066	Original	2013	17.68
2065232	Original	2013	16
862299	Original	2014	35.29
1780910	New	2014	0.00
642047	New	2013	54.86
1780908	Original	2014	5.69
862309	New	2014	72.78
619110	Original	2013	0
1927514	Original	2014	44.5
652204	New	2013	9.72
1433515	New	2014	10.26
797441	Original	2013	26.46
660767	New	2013	43.40
2029148	Original	2015	0
637574	New	2013	17.87
1433903	New	2014	18.06
2045201	New	2013	9.72
544207	Original	2013	17.58
920691	Original	2014	76.89
660862	Original	2013	23.99
538556	Original	2013	15.74
663173	New	2013	33.81
906593	Original	2014	27.99
2079680	New	2013	15.28
1437135	Original	2013	0
892817	Original	2014	13.37
867630	Original	2014	42.98
1574720	Original	2013	12.63
538771	New	2013	8.35
881389	New	2015	62.70
862347	Original	2014	37.99
1827025	New	2014	48.76
905463	Original	2014	29.5
1740901	Original	2013	24.64
1938858	Original	2013	22.82
610337	Original	2013	30.87
662328	Original	2013	25.39
862275	New	2014	8.68
2277457	New	2013	0.00
632065	Original	2013	15.67
541365	New	2013	45.19
2970214	New	2014	20.07
549875	New	2013	31.98
618723	New	2013	6.15
898608	New	2013	6.71
664265	New	2013	39.86
612382	New	2013	20.22
637626	New	2013	8.25
2110685	Original	2014	16.68
1494352	Original	2014	22.51
3804914	New	2013	11.22
1822575	New	2014	37.35
540134	Original	2013	39.64
543931	New	2013	50.01
646901	Original	2013	20.68
657956	New	2013	45.08
609989	Original	2013	38.04
865519	New	2014	27.10
1508663	Original	2013	17.59
538785	New	2013	29.34
683577	Original	2013	14.86
2154454	Original	2014	5.4
1837602	Original	2013	21.47
706309	New	2013	0.00
1557945	Original	2014	31.94
2167439	Original	2014	20.04
540659	New	2013	33.21
867164	Original	2014	24.96
545284	New	2013	32.36
660819	Original	2013	4.93
595232	Original	2013	37.94
866663	New	2014	41.25
866691	Original	2013	8.85
3634894	New	2016	15.74
3745958	New	2016	50.16
610310	Original	2013	78.02
1925643	Original	2013	23.94
1442341	New	2014	7.70
887066	New	2014	0.00
610430	Original	2013	9.4
611997	Original	2013	33.99
861440	New	2014	31.20
1584240	New	2013	25.18
610421	Original	2013	18.69
874740	Original	2014	48.99
1517322	Original	2013	52.49
1453164	New	2014	139.28
2110264	New	2013	10.98
865482	Original	2014	26.73
1943580	Original	2014	5.75
1939172	New	2013	31.60
869584	New	2015	30.84
1780485	Original	2014	14.94
2085883	New	2013	43.17
544578	New	2013	16.74
1624142	New	2014	19.47
924225	New	2016	49.32
536012	Original	2013	25.89
646911	New	2013	49.49
1989655	Original	2014	27.47
633703	Original	2013	43.94
1726560	Original	2014	59.35
544009	New	2013	9.72
3624432	New	2014	19.52
3959997	New	2016	14.42
612545	Original	2013	57.95
1826317	Original	2014	46.02
1848396	Original	2013	14.08
2101193	Original	2014	0
564870	Original	2013	18.54
600336	New	2013	14.27
1630881	Original	2014	20.97
3513260	Original	2016	0
1765554	New	2014	0.00
1628323	Original	2014	21.49
1757311	New	2014	56.83
2109183	Original	2014	14.98
865459	Original	2014	0
2013831	New	2015	44.04
898733	Original	2014	4.52
687268	Original	2013	11.08
1582975	New	2013	0.00
1780880	Original	2014	0
672786	New	2013	9.26
907881	New	2013	14.78
541557	Original	2013	31.95
612669	New	2014	62.91
2160354	New	2013	4.93
545717	Original	2013	27.97
3808459	New	2016	36.77
2023441	New	2014	41.35
867435	Original	2014	44.78
2107471	New	2015	54.18
538298	New	2013	23.94
2077877	New	2014	17.30
1861118	Original	2013	23.15
1647614	New	2013	18.44
3733722	New	2014	150.94
544767	New	2013	0.00
2109045	Original	2014	15.49
664623	Original	2013	39.41
1626131	Original	2013	15.56
657985	New	2013	28.05
1483190	New	2014	0.00
557028	New	2014	29.48
544674	New	2013	7.93
545850	New	2013	5.90
544656	Original	2013	5.99
655166	New	2013	28.12
866890	New	2014	80.02
544696	New	2013	59.24
646893	Original	2013	37.32
1437371	New	2014	15.63
1554941	Original	2014	80.33
1455210	New	2014	51.42
642033	New	2013	35.55
1970126	Original	2014	4
664268	New	2013	38.95
1957886	Original	2013	10.99
3820594	Original	2013	4
2089344	Original	2014	23.15
2101581	Original	2014	9.67
3713151	Original	2016	18.66
1831382	Original	2014	18.1
538480	Original	2013	44.99
867620	Original	2014	27.89
1830684	Original	2014	9.73
538337	New	2013	13.94
1952968	Original	2013	74.99
876568	Original	2014	84.23
653322	New	2013	32.01
537492	New	2013	26.09
3751779	Original	2016	32.99
672842	New	2013	4.15
1886575	New	2013	21.74
544530	Original	2013	15.11
544331	Original	2013	44.69
1576417	Original	2013	7.8
2203811	New	2013	49.69
609930	New	2013	43.66
906888	Original	2014	32.47
877004	Original	2013	21.62
635544	Original	2013	24.1
1491278	Original	2014	19.76
635587	New	2013	40.43
297016	New	2013	20.80
899087	Original	2014	32.49
1890274	Original	2014	30.99
3817640	New	2016	18.34
2097832	New	2014	29.83
858404	Original	2014	67.69
1779888	Original	2013	27.17
644416	Original	2013	5.81
543717	New	2013	26.86
893062	New	2015	0.00
1935463	Original	2014	16.97
1918287	Original	2014	0
900802	Original	2013	28.88
2102407	Original	2014	8.02
913136	New	2014	0.00
1741523	New	2013	20.03
1626047	Original	2014	20.08
622952	New	2013	14.55
3557940	Original	2016	0
660833	New	2013	47.03
580720	New	2013	30.81
649442	New	2014	24.13
1449095	Original	2014	49.53
547222	New	2013	19.99
1942351	Original	2014	16.29
903756	Original	2014	4
866672	Original	2014	26.33
686638	New	2013	13.37
1565961	New	2014	11.15
655088	New	2013	0.00
866978	New	2014	65.84
1988413	New	2013	25.87
1760788	Original	2013	30.35
691146	New	2014	21.40
691174	Original	2013	20.07
1740359	Original	2014	20.75
1437631	Original	2014	9.48
1918257	New	2014	22.20
687922	New	2013	5.07
3624892	New	2016	17.08
663295	Original	2013	0
1855495	New	2015	0.00
630579	New	2013	0.00
535346	New	2013	28.00
2031114	New	2014	19.67
1780342	New	2014	28.43
2020796	Original	2014	22.68
1455265	New	2014	0.00
864703	Original	2014	37.29
900456	New	2013	7.97
650404	Original	2013	43
2039158	New	2014	5.56
1518928	Original	2014	205.02
1815231	New	2014	6.22
642042	New	2013	6.85
639686	New	2013	0.00
876838	New	2014	45.85
1932467	Original	2014	20.02
3598468	Original	2014	34.08
649470	New	2013	6.89
637601	New	2013	11.24
1488432	Original	2013	15.27
663731	Original	2013	37.57
2098092	Original	2014	0
652385	Original	2013	78.39
624659	New	2013	8.81
655044	Original	2013	15.84
2101615	New	2014	12.68
657955	New	2013	28.59
644473	New	2013	78.78
715990	New	2013	30.89
546783	New	2013	44.07
1490680	New	2014	23.19
908130	Original	2013	118.96
612242	New	2013	35.30
1938929	Original	2014	14.94
867828	New	2014	5.63
886648	Original	2013	23.88
1517447	New	2014	0.00
3803986	New	2016	51.41
610184	Original	2013	24.41
1890827	Original	2013	33.98
1932594	Original	2014	11.17
664439	New	2013	27.61
2034073	Original	2013	12.71
1455303	Original	2014	20.44
867320	New	2013	36.15
2152328	Original	2014	23.75
878805	Original	2014	37.64
1565270	Original	2014	4
867781	Original	2014	31.72
753441	Original	2013	31.28
3463024	New	2016	32.65
652282	Original	2013	6.79
2191753	Original	2013	31.75
861471	Original	2013	13.03
3801413	Original	2013	27.98
543871	New	2013	35.88
657864	Original	2013	30.14
1943555	New	2014	73.75
630524	New	2013	24.00
2007013	New	2013	44.64
862136	New	2014	30.83
858240	Original	2013	30.13
3719020	New	2016	14.18
867470	Original	2014	19.05
864734	New	2014	37.93
2019587	New	2014	22.80
538312	Original	2013	28.83
1752767	New	2014	0.00
544089	Original	2013	21.55
685322	New	2013	12.95
3519355	Original	2014	18.93
1480497	Original	2013	41.98
1935405	New	2014	42.02
2104334	New	2014	18.37
1508673	New	2014	8.64
2113725	Original	2013	35.7
1451925	Original	2014	24.1
2083943	Original	2013	19.61
538496	New	2013	37.54
866710	New	2014	44.87
657929	Original	2013	19.22
683026	New	2013	12.31
1730993	New	2014	26.44
1826917	New	2014	5.69
868612	Original	2014	53.99
545936	New	2013	40.01
1598578	Original	2014	11.29
1471579	New	2014	33.45
1544647	New	2013	22.56
878090	New	2013	24.49
1968739	New	2014	32.92
1946591	New	2014	16.61
3730402	Original	2013	23.76
649510	New	2013	39.58
1479748	Original	2013	8.27
545796	Original	2013	9.51
867221	Original	2014	48.54
2091111	Original	2013	17.49
656941	Original	2013	39.47
538312	New	2013	23.02
1480246	New	2014	21.20
867634	New	2013	51.68
865526	New	2013	16.75
1784340	Original	2013	37.45
1534890	Original	2014	10.29
560486	Original	2013	23.88
631289	Original	2013	6.99
911637	Original	2013	69.02
914267	Original	2014	19.73
867283	New	2014	54.73
3879075	Original	2014	35.36
1455708	Original	2014	39.54
902429	New	2014	30.33
1607508	Original	2013	6.9
1483247	Original	2014	0
544427	New	2014	42.38
612763	New	2013	28.60
2156265	New	2014	4.11
1751019	New	2014	18.42
880426	Original	2014	26.82
1552666	Original	2014	46.29
539425	New	2013	5.47
862201	New	2014	34.40
2225704	New	2014	27.24
881449	New	2014	21.18
1757348	New	2013	5.97
887069	Original	2014	34.96
702436	New	2013	8.38
534817	New	2013	36.08
1935420	Original	2014	0
630495	Original	2013	17.9
1779533	Original	2013	17.16
914267	Original	2014	12.93
3558788	New	2014	19.82
874947	New	2014	26.79
3108190	New	2015	0.00
1626166	Original	2014	19.52
903674	Original	2014	19.99
1452199	New	2014	30.56
1498549	Original	2014	30.29
866888	Original	2014	81.39
659268	New	2013	0.00
2282766	New	2014	0.00
627817	Original	2013	24.62
649451	New	2013	19.81
658043	New	2013	0.00
544369	New	2013	38.70
866281	Original	2014	11.57
539376	Original	2013	48.23
886609	New	2013	75.04
610273	New	2013	58.50
1918223	Original	2013	9.99
544650	New	2013	22.56
896833	New	2014	82.78
610350	Original	2013	39.99
908024	New	2013	19.51
1450709	New	2014	0.00
1970115	Original	2014	4
868016	New	2014	15.34
2151486	New	2014	21.68
277445	New	2014	39.66
889069	New	2014	4.91
867247	Original	2014	37.28
866322	New	2014	12.13
1740866	New	2014	58.36
861932	Original	2014	29.22
641962	Original	2013	12.94
539917	New	2013	21.47
633695	Original	2013	72.88
3526657	New	2013	13.09
543913	New	2013	21.04
867304	Original	2014	26.99
546911	New	2013	7.65
874338	New	2014	43.94
664108	Original	2014	54.92
538339	Original	2013	12.84
2167491	New	2014	0.00
1716099	New	2014	21.16
544782	New	2013	0.00
1942542	Original	2014	15.44
672797	Original	2013	0
2108863	New	2013	4.79
1576659	Original	2013	13.27
672899	Original	2013	6.67
633754	Original	2014	5.98
2383911	Original	2015	38.46
613848	New	2013	14.79
642039	New	2013	42.32
663177	Original	2013	28.54
2080810	Original	2014	13.83
866655	New	2014	41.79
645057	Original	2013	30.16
3751846	New	2014	41.23
2101007	Original	2014	11.98
683029	New	2013	20.98
1570003	New	2015	0.00
1466569	New	2014	62.50
1780068	New	2014	60.71
899336	Original	2014	4.8
1627756	Original	2014	36.29
530593	Original	2013	20.99
2113780	New	2013	5.01
1456137	Original	2014	0
621001	New	2013	61.72
545300	Original	2013	4
544797	Original	2013	8.16
660838	Original	2013	23.99
1441007	New	2013	0.00
538793	Original	2013	6.27
3775867	Original	2015	11.91
590360	Original	2014	69.73
610385	Original	2013	48.43
1767770	Original	2013	22.37
1669079	New	2014	17.40
3960315	New	2014	6.53
620472	Original	2013	24.84
1826579	Original	2013	106.24
2084773	New	2014	5.07
877486	New	2014	49.82
3644464	Original	2016	43.79
649558	New	2013	21.36
1426039	New	2013	6.87
538878	New	2013	22.94
865509	Original	2014	21.49
1713228	New	2013	63.60
2011349	New	2013	31.90
1453490	Original	2014	0
1497627	Original	2014	24.63
538751	Original	2014	51.58
1534940	Original	2014	0
869692	Original	2014	19.88
802333	New	2013	12.96
1437646	Original	2014	11.69
1471586	New	2014	7.98
1858290	Original	2013	10.93
2164284	New	2013	11.76
2085937	New	2013	0.00
864783	New	2014	133.61
539944	Original	2013	9.31
897652	Original	2013	46.44
612727	Original	2013	197.06
866900	New	2015	6.99
867204	Original	2013	15.84
660905	New	2013	28.33
543704	New	2013	17.70
889028	New	2013	34.69
626644	Original	2013	26.88
642015	Original	2013	42.47
633727	New	2013	5.58
1876907	Original	2014	14.84
1779568	Original	2014	15.99
893133	Original	2014	26.46
903649	New	2014	17.16
3634792	New	2016	37.88
1647317	Original	2013	23.92
679741	Original	2013	15.81
682543	Original	2013	14.29
1786349	New	2014	35.44
3504515	New	2016	0.00
544644	Original	2013	42.98
2135166	Original	2014	16.42
864704	Original	2013	42.78
625603	Original	2013	87.98
797476	Original	2014	24.99
895022	Original	2014	28.02
1471199	New	2014	13.05
